user_id,face_type,rt,sex,age,recent_cold,img,pd,PVDga,PVDpi,recency,recency.z,PVDga.z,PVDpi.z
100,disfigured,704.7619047619048,NA,NA,recent,4.714285714285714,5.571428571428571,4,3.7142857142857144,6.5,1.8308123691544107,-0.014421429671626927,0.6550520462299226
100,normal,673.7142857142857,NA,NA,recent,4.714285714285714,5.571428571428571,4,3.7142857142857144,6.5,1.8308123691544107,-0.014421429671626927,0.6550520462299226
101,disfigured,591.578947368421,NA,NA,not recent,2.5714285714285716,5.142857142857143,4.875,3.7142857142857144,2.25,-0.7162586350344909,1.3814735044061495,0.6550520462299226
101,normal,623.3,NA,NA,not recent,2.5714285714285716,5.142857142857143,4.875,3.7142857142857144,2.25,-0.7162586350344909,1.3814735044061495,0.6550520462299226
102,disfigured,1032.3636363636363,NA,NA,not recent,3.4285714285714284,4.571428571428571,4,3.142857142857143,2.25,-0.7162586350344909,-0.014421429671626927,-0.5163007766828929
102,normal,910.6086956521739,NA,NA,not recent,3.4285714285714284,4.571428571428571,4,3.142857142857143,2.25,-0.7162586350344909,-0.014421429671626927,-0.5163007766828929
103,disfigured,380.0833333333333,NA,NA,recent,1.1428571428571428,2.142857142857143,4.375,2.2857142857142856,2.25,-0.7162586350344909,0.5838192563617058,-2.2733300110521157
103,normal,377.4761904761905,NA,NA,recent,1.1428571428571428,2.142857142857143,4.375,2.2857142857142856,2.25,-0.7162586350344909,0.5838192563617058,-2.2733300110521157
104,disfigured,890.8181818181819,NA,NA,not recent,2.5714285714285716,3.7142857142857144,3.75,3.142857142857143,2,-0.8660863411632498,-0.4132485536938487,-0.5163007766828929
104,normal,792.1666666666666,NA,NA,not recent,2.5714285714285716,3.7142857142857144,3.75,3.142857142857143,2,-0.8660863411632498,-0.4132485536938487,-0.5163007766828929
105,disfigured,713,NA,NA,not recent,1.8571428571428572,3.4285714285714284,3,3.4285714285714284,1,-1.4653971656782854,-1.6097299257605142,0.06937563477351442
105,normal,725.3478260869565,NA,NA,not recent,1.8571428571428572,3.4285714285714284,3,3.4285714285714284,1,-1.4653971656782854,-1.6097299257605142,0.06937563477351442
106,disfigured,749.4545454545455,NA,NA,recent,4,6.142857142857143,4.125,3.7142857142857144,7,2.1304677814119284,0.18499213233948397,0.6550520462299226
106,normal,700.625,NA,NA,recent,4,6.142857142857143,4.125,3.7142857142857144,7,2.1304677814119284,0.18499213233948397,0.6550520462299226
107,disfigured,1128.8181818181818,NA,NA,recent,5.714285714285714,4.857142857142857,3.875,4.142857142857143,5.25,1.081673838510616,-0.21383499168273784,1.5335666634145346
107,normal,1252.590909090909,NA,NA,recent,5.714285714285714,4.857142857142857,3.875,4.142857142857143,5.25,1.081673838510616,-0.21383499168273784,1.5335666634145346
108,disfigured,429.2608695652174,NA,NA,not recent,5.857142857142857,5.714285714285714,4.75,3.2857142857142856,3.75,0.18270760173806255,1.1820599423950384,-0.22346257095468924
108,normal,406.125,NA,NA,not recent,5.857142857142857,5.714285714285714,4.75,3.2857142857142856,3.75,0.18270760173806255,1.1820599423950384,-0.22346257095468924
109,disfigured,533.304347826087,NA,NA,not recent,3.4285714285714284,3.857142857142857,3.5,3.857142857142857,1.5,-1.1657417534207677,-0.8120756777160706,0.9478902519581264
109,normal,551.7391304347826,NA,NA,not recent,3.4285714285714284,3.857142857142857,3.5,3.857142857142857,1.5,-1.1657417534207677,-0.8120756777160706,0.9478902519581264
110,disfigured,613.0952380952381,NA,NA,not recent,4.142857142857143,5.714285714285714,3.75,3.5714285714285716,1,-1.4653971656782854,-0.4132485536938487,0.362213840501719
110,normal,554.625,NA,NA,not recent,4.142857142857143,5.714285714285714,3.75,3.5714285714285716,1,-1.4653971656782854,-0.4132485536938487,0.362213840501719
111,disfigured,742.8636363636364,NA,NA,recent,3.7142857142857144,5.571428571428571,4.25,3,3.75,0.18270760173806255,0.3844056943505949,-0.8091389824110966
111,normal,744.7142857142857,NA,NA,recent,3.7142857142857144,5.571428571428571,4.25,3,3.75,0.18270760173806255,0.3844056943505949,-0.8091389824110966
112,disfigured,501,NA,NA,recent,4.428571428571429,5.714285714285714,4.5,2.857142857142857,4,0.33253530786682145,0.7832328183728167,-1.1019771881393001
112,normal,472.25,NA,NA,recent,4.428571428571429,5.714285714285714,4.5,2.857142857142857,4,0.33253530786682145,0.7832328183728167,-1.1019771881393001
113,disfigured,553.7826086956521,NA,NA,not recent,5.428571428571429,4.714285714285714,4.375,3.857142857142857,3.5,0.03287989560930365,0.5838192563617058,0.9478902519581264
113,normal,514.9047619047619,NA,NA,not recent,5.428571428571429,4.714285714285714,4.375,3.857142857142857,3.5,0.03287989560930365,0.5838192563617058,0.9478902519581264
114,disfigured,1156.7619047619048,NA,NA,recent,3,4.285714285714286,4.125,3,6,1.5311569568968928,0.18499213233948397,-0.8091389824110966
114,normal,1091.2857142857142,NA,NA,recent,3,4.285714285714286,4.125,3,6,1.5311569568968928,0.18499213233948397,-0.8091389824110966
115,disfigured,608.0909090909091,NA,NA,recent,3.2857142857142856,3.857142857142857,3.375,3.5714285714285716,6.25,1.6809846630256517,-1.0114892397271815,0.362213840501719
115,normal,642.5,NA,NA,recent,3.2857142857142856,3.857142857142857,3.375,3.5714285714285716,6.25,1.6809846630256517,-1.0114892397271815,0.362213840501719
116,disfigured,753.1304347826087,NA,NA,recent,4.714285714285714,4.714285714285714,3.75,3.2857142857142856,4.5,0.6321907201243393,-0.4132485536938487,-0.22346257095468924
116,normal,586.5416666666666,NA,NA,recent,4.714285714285714,4.714285714285714,3.75,3.2857142857142856,4.5,0.6321907201243393,-0.4132485536938487,-0.22346257095468924
