subject	blockcode	trialcode	trialnum	latency	response	stimulusitem1	stimulusitem2	stimulusitem3	stimulusitem4	stimulusitem5										
527	real_b	real_bottomleft_same_b	2	422	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_topright_diff_b	3	375	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_topleft_diff_b	4	370	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_bottomright_diff_b	5	374	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_bottomright_diff_b	6	441	23	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_topleft_diff_b	7	314	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_bottomleft_same_b	8	503	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_topright_diff_b	9	445	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_topright_same_b	10	486	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_topleft_same_b	11	620	18	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_bottomright_same_b	12	430	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_bottomleft_diff_b	13	438	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_topleft_same_b	14	671	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_bottomright_diff_b	15	526	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_bottomleft_diff_b	16	523	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_topright_same_b	17	417	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_topleft_diff_b	18	410	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp										
527	real_b	real_bottomright_same_b	19	532	18	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	circle.bmp										
527	real_b	real_bottomleft_diff_b	20	442	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_topleft_diff_c	1	706	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_topleft_diff_c	2	409	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_bottomright_same_c	3	387	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_bottomright_diff_c	4	477	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_bottomleft_diff_c	5	469	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_topleft_diff_c	6	396	18	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_topleft_same_c	7	359	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_topright_diff_c	8	579	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_topright_same_c	9	510	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_bottomright_diff_c	10	508	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_bottomleft_same_c	11	642	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_topright_diff_c	12	379	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_bottomleft_diff_c	13	437	18	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_topright_diff_c	14	358	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_bottomleft_same_c	15	402	18	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_topleft_same_c	16	524	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
527	real_c	real_bottomright_same_c	17	578	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_bottomright_diff_c	18	429	18	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_topright_same_c	19	463	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp										
527	real_c	real_bottomleft_diff_c	20	438	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_topright_diff_d	1	465	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_topright_same_d	2	665	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_bottomleft_same_d	3	448	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_topright_diff_d	4	440	23	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_bottomleft_same_d	5	537	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_bottomleft_diff_d	6	478	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_topleft_same_d	7	501	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_bottomleft_diff_d	8	587	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_bottomright_same_d	9	430	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_topleft_diff_d	10	342	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_topleft_diff_d	11	427	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_topright_same_d	12	756	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_topleft_same_d	13	448	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_bottomright_diff_d	14	344	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_bottomright_same_d	15	381	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_bottomright_diff_d	16	472	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_topleft_diff_d	17	511	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
527	real_d	real_bottomleft_diff_d	18	613	18	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_topright_diff_d	19	959	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp										
527	real_d	real_bottomright_diff_d	20	419	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
9999	practice	practice_bottomright_same	1	735	16	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp										
528	practice	practice_topright_same	1	807	23	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	square.bmp										
528	practice	practice_bottomleft_same	2	183	18	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	square.bmp										
528	practice	practice_bottomright_same	3	449	23	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp										
528	practice	practice_bottomright_same	4	1432	23	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	square.bmp										
528	practice	practice_bottomright_diff	5	352	18	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	circle.bmp										
528	practice	practice_bottomleft_same	6	843	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp										
528	practice	practice_topright_same	7	346	18	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	square.bmp										
528	practice	practice_topleft_same	8	550	18	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	circle.bmp										
528	practice	practice_topleft_same	9	337	18	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	circle.bmp										
528	practice	practice_topleft_diff	10	660	18	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	circle.bmp										
528	practice	practice_bottomleft_diff	11	515	23	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	square.bmp										
528	practice	practice_topright_diff	12	440	18	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	square.bmp										
528	real_a	real_bottomleft_diff_a	1	897	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_topright_same_a	2	575	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_topleft_same_a	3	514	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_bottomright_same_a	4	671	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_bottomright_diff_a	5	558	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_bottomright_same_a	6	643	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_bottomright_diff_a	7	811	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_topleft_diff_a	8	1005	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_topleft_same_a	9	423	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_topright_diff_a	10	681	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_topleft_diff_a	11	888	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_bottomright_diff_a	12	591	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_topright_same_a	13	529	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_bottomleft_diff_a	14	671	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_bottomleft_diff_a	15	1030	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_bottomleft_same_a	16	575	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_topright_diff_a	17	842	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_bottomleft_same_a	18	747	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp										
528	real_a	real_topright_diff_a	19	423	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp										
528	real_a	real_topleft_diff_a	20	745	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_bottomleft_diff_b	1	618	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_bottomright_same_b	2	635	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_topright_diff_b	3	404	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_topleft_diff_b	4	838	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_bottomleft_diff_b	5	967	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_bottomleft_same_b	6	1066	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_topleft_diff_b	7	1626	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_topright_diff_b	8	467	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_bottomleft_same_b	9	682	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_topright_diff_b	10	697	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_topleft_diff_b	11	999	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_bottomright_diff_b	12	577	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_topright_same_b	13	556	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_bottomright_same_b	14	848	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_bottomleft_diff_b	15	552	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_bottomright_diff_b	16	972	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_topleft_same_b	17	807	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_topleft_same_b	18	369	18	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	circle.bmp										
528	real_b	real_topright_same_b	19	716	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
528	real_b	real_bottomright_diff_b	20	898	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_topleft_same_c	1	685	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_bottomleft_same_c	2	916	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_topleft_diff_c	3	497	18	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_topright_diff_c	4	560	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_bottomright_same_c	5	716	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_bottomright_diff_c	6	633	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_topleft_diff_c	7	858	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_bottomleft_diff_c	8	761	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_topright_same_c	9	1293	18	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_topleft_same_c	10	908	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_bottomleft_same_c	11	554	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_topright_diff_c	12	510	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_topright_diff_c	13	1188	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_bottomright_same_c	14	1039	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_bottomleft_diff_c	15	1239	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_bottomright_diff_c	16	472	18	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_topright_same_c	17	375	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
528	real_c	real_bottomright_diff_c	18	619	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_bottomleft_diff_c	19	580	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
528	real_c	real_topleft_diff_c	20	544	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_topleft_diff_d	1	765	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_bottomleft_same_d	2	656	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_topright_diff_d	3	680	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_bottomright_diff_d	4	310	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_bottomright_diff_d	5	764	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_topright_diff_d	6	1224	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_topleft_diff_d	7	849	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_topleft_same_d	8	1553	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_bottomleft_diff_d	9	917	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_bottomleft_same_d	10	802	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_topright_same_d	11	780	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_topleft_diff_d	12	1015	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_bottomleft_diff_d	13	537	18	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_bottomright_same_d	14	622	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_bottomright_diff_d	15	775	18	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	circle.bmp										
528	real_d	real_topleft_same_d	16	490	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_topright_diff_d	17	1289	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_topright_same_d	18	768	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_bottomright_same_d	19	699	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
528	real_d	real_bottomleft_diff_d	20	617	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	circle.bmp										
530	practice	practice_topright_diff	1	1513	23	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_topleft_same	2	750	23	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_bottomleft_same	3	721	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp										
530	practice	practice_bottomright_same	4	669	18	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	circle.bmp										
530	practice	practice_topright_same	5	451	23	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_topleft_same	6	354	18	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	circle.bmp										
530	practice	practice_bottomright_diff	7	717	23	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_topright_same	8	545	23	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_bottomleft_diff	9	765	23	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_bottomright_same	10	559	23	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_topleft_diff	11	514	23	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	square.bmp										
530	practice	practice_bottomleft_same	12	455	23	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	square.bmp										
530	real_a	real_topleft_diff_a	1	930	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_topright_diff_a	2	511	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_bottomright_diff_a	3	525	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_bottomright_same_a	4	578	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_topleft_diff_a	5	837	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_bottomleft_same_a	6	542	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_bottomleft_same_a	7	482	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_topright_diff_a	8	633	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_bottomright_diff_a	9	450	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_topleft_same_a	10	738	18	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_bottomleft_diff_a	11	495	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_bottomleft_diff_a	12	558	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_topright_same_a	13	842	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp										
530	real_a	real_topright_same_a	14	411	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_bottomleft_diff_a	15	469	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_topleft_same_a	16	692	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_topleft_diff_a	17	675	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_bottomright_same_a	18	498	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_bottomright_diff_a	19	617	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
530	real_a	real_topright_diff_a	20	611	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_bottomright_diff_b	1	567	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_bottomleft_diff_b	2	506	18	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_bottomright_diff_b	3	504	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_bottomright_diff_b	4	454	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_bottomleft_same_b	5	390	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_bottomright_same_b	6	561	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_topright_same_b	7	533	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_topleft_diff_b	8	498	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_bottomleft_same_b	9	560	23	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_bottomleft_diff_b	10	556	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_topright_diff_b	11	1008	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_topright_same_b	12	593	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_topright_diff_b	13	524	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_bottomright_same_b	14	426	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_topleft_same_b	15	579	18	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_bottomleft_diff_b	16	558	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp										
530	real_b	real_topright_diff_b	17	506	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_topleft_diff_b	18	536	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_topleft_diff_b	19	621	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
530	real_b	real_topleft_same_b	20	670	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
530	real_c	real_topright_diff_c	1	544	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp										
530	real_c	real_topleft_same_c	2	564	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
530	real_c	real_topleft_same_c	3	528	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
530	real_c	real_topleft_diff_c	4	557	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
530	real_c	real_bottomright_same_c	5	641	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp										
530	real_c	real_bottomright_diff_c	6	426	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
